@RELATION 'Music feature'
%rows=1
%columns=9770
%sample_rate=22050
%window_size=512
%step_size=512

@ATTRIBUTE 'Zero-crossing rate' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.14453125,1579
0.208984375,1580
0.2109375,1581
0.216796875,1582
0.1796875,1583
0.228515625,1584
0.171875,1585
0.15234375,1586
0.171875,1587
0.115234375,1588
0.115234375,1589
0.12890625,1590
0.2265625,1591
0.18359375,1592
0.244140625,1593
0.296875,1594
0.306640625,1595
0.291015625,1596
0.275390625,1597
0.427734375,1598
0.435546875,1599
0.421875,1600
0.548828125,1601
0.365234375,1602
0.1953125,1603
0.193359375,1604
0.078125,1605
0.177734375,1606
0.21484375,1607
0.275390625,1608
0.150390625,1609
0.130859375,1610
0.1875,1611
0.14453125,1612
0.17578125,1613
0.20703125,1614
0.111328125,1615
0.18359375,1616
0.171875,1617
0.17578125,1618
0.099609375,1619
0.09765625,1620
0.130859375,1621
0.140625,1622
0.193359375,1623
0.1796875,1624
